  11   |  139   |   6.29   |   6.62   |  29.32   |  28.87   |  40.51   |  40.19   |  27.21   |   2.12   |   1.95   |  1540.35   
  11   |  140   |   6.54   |   6.62   |  28.95   |  28.87   |  40.89   |  40.20   |  27.24   |   1.71   |   1.94   |  1550.98   
  11   |  141   |   6.94   |   6.63   |  28.30   |  28.86   |  39.97   |  40.20   |  26.46   |   1.84   |   1.94   |  1561.60   
  11   |  142   |   6.24   |   6.62   |  29.03   |  28.86   |  40.77   |  40.20   |  27.04   |   1.99   |   1.94   |  1572.19   
  11   |  143   |   7.03   |   6.63   |  27.97   |  28.86   |  40.54   |  40.20   |  26.29   |   1.67   |   1.94   |  1582.82   
  11   |  144   |   6.65   |   6.63   |  28.65   |  28.86   |  39.99   |  40.20   |  26.65   |   2.00   |   1.94   |  1593.41   
  11   |  145   |   6.25   |   6.62   |  29.12   |  28.86   |  41.63   |  40.21   |  27.28   |   1.84   |   1.94   |  1604.08   
  11   |  146   |   6.87   |   6.62   |  28.59   |  28.86   |  40.80   |  40.22   |  26.62   |   1.97   |   1.94   |  1614.68   
  11   |  147   |   7.06   |   6.63   |  28.46   |  28.85   |  40.28   |  40.22   |  26.39   |   2.06   |   1.94   |  1625.32   
  11   |  148   |   6.59   |   6.63   |  28.52   |  28.85   |  40.87   |  40.22   |  26.55   |   1.97   |   1.94   |  1635.92   
  11   |  149   |   6.29   |   6.63   |  28.95   |  28.85   |  40.62   |  40.22   |  27.28   |   1.67   |   1.94   |  1646.57   
  11   |  150   |   6.53   |   6.62   |  29.05   |  28.85   |  40.64   |  40.23   |  27.21   |   1.84   |   1.94   |  1657.15   
  11   |  151   |   6.33   |   6.62   |  29.11   |  28.86   |  41.26   |  40.23   |  27.34   |   1.77   |   1.94   |  1667.84   
  11   |  152   |   6.57   |   6.62   |  28.85   |  28.86   |  40.77   |  40.24   |  26.97   |   1.88   |   1.94   |  1678.45   
  11   |  153   |   6.43   |   6.62   |  29.14   |  28.86   |  40.53   |  40.24   |  27.13   |   2.02   |   1.94   |  1689.12   
  11   |  154   |   6.67   |   6.62   |  28.92   |  28.86   |  40.71   |  40.24   |  26.80   |   2.13   |   1.94   |  1699.69   
  11   |  155   |   6.70   |   6.62   |  28.77   |  28.86   |  40.60   |  40.24   |  26.83   |   1.94   |   1.94   |  1710.35   
  11   |  156   |   6.47   |   6.62   |  29.16   |  28.86   |  40.87   |  40.25   |  27.41   |   1.75   |   1.94   |  1720.97   
  11   |  157   |   6.58   |   6.62   |  28.92   |  28.86   |  40.87   |  40.25   |  27.14   |   1.77   |   1.94   |  1731.64   
  11   |  158   |   6.15   |   6.62   |  29.29   |  28.86   |  40.71   |  40.25   |  27.16   |   2.14   |   1.94   |  1742.25   
  11   |  159   |   7.08   |   6.62   |  28.01   |  28.86   |  40.68   |  40.26   |  26.34   |   1.67   |   1.94   |  1752.93   
  11   |  160   |   6.62   |   6.62   |  28.91   |  28.86   |  40.27   |  40.26   |  26.78   |   2.13   |   1.94   |  1763.53   
  11   |  161   |   6.68   |   6.62   |  28.61   |  28.86   |  40.80   |  40.26   |  26.97   |   1.64   |   1.94   |  1774.18   
  11   |  162   |   6.76   |   6.62   |  28.64   |  28.85   |  41.17   |  40.27   |  26.86   |   1.78   |   1.94   |  1784.78   
  11   |  163   |   6.41   |   6.62   |  29.03   |  28.86   |  40.41   |  40.27   |  26.79   |   2.24   |   1.94   |  1795.43   
  11   |  164   |   6.73   |   6.62   |  28.47   |  28.85   |  41.01   |  40.27   |  26.88   |   1.59   |   1.94   |  1806.05   
